Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,Research & Development,1,1026,Female,Manufacturing Director,4,Married,12742,No,21,3,21,6,11,8
27,No,Travel_Rarely,Research & Development,2,1027,Female,Manufacturing Director,4,Married,4227,No,4,3,3,2,2,2
35,No,Travel_Rarely,Research & Development,10,1028,Male,Laboratory Technician,4,Divorced,3917,No,3,2,3,2,1,2
42,No,Travel_Rarely,Sales,5,1029,Male,Manager,3,Married,18303,No,21,4,1,0,0,0
50,No,Travel_Rarely,Research & Development,9,1030,Male,Laboratory Technician,4,Married,2380,No,8,3,1,0,0,0
59,No,Travel_Rarely,Research & Development,2,1032,Female,Manufacturing Director,4,Single,13726,Yes,30,3,5,3,4,3
37,Yes,Travel_Rarely,Research & Development,11,1033,Female,Healthcare Representative,2,Married,4777,No,15,1,1,0,0,0
55,No,Travel_Frequently,Research & Development,18,1034,Male,Healthcare Representative,2,Married,6385,Yes,17,3,8,7,6,7
41,No,Non-Travel,Research & Development,7,1035,Female,Research Director,3,Divorced,19973,No,21,3,21,16,5,10
38,No,Travel_Rarely,Sales,3,1036,Male,Sales Executive,4,Single,6861,Yes,19,3,1,0,0,0
26,Yes,Non-Travel,Sales,29,1037,Male,Sales Executive,1,Single,4969,No,7,3,2,2,2,2
52,Yes,Travel_Rarely,Sales,2,1038,Female,Manager,4,Married,19845,No,33,3,32,14,6,9
44,No,Travel_Rarely,Sales,28,1039,Female,Sales Executive,4,Married,13320,Yes,23,3,12,11,11,11
50,No,Non-Travel,Sales,1,1040,Female,Sales Executive,3,Married,6347,No,19,3,18,7,0,13
36,Yes,Travel_Rarely,Research & Development,16,1042,Female,Laboratory Technician,1,Single,2743,No,18,3,17,13,15,14
39,No,Travel_Frequently,Research & Development,22,1043,Female,Manufacturing Director,1,Single,10880,Yes,21,3,21,6,2,8
33,No,Non-Travel,Sales,8,1044,Female,Sales Representative,4,Single,2342,No,3,2,2,2,2,2
45,No,Travel_Rarely,Sales,11,1045,Female,Manager,4,Married,17650,No,26,4,9,3,1,1
32,No,Non-Travel,Research & Development,29,1046,Female,Laboratory Technician,3,Single,4025,No,10,3,8,7,7,7
34,No,Travel_Rarely,Sales,1,1047,Male,Sales Executive,4,Divorced,9725,No,16,2,15,1,0,9
59,No,Travel_Rarely,Sales,1,1048,Male,Manager,4,Married,11904,Yes,14,1,6,4,0,4
45,No,Travel_Rarely,Human Resources,24,1049,Male,Human Resources,2,Single,2177,No,6,3,6,3,0,4
53,No,Travel_Frequently,Sales,2,1050,Female,Sales Executive,2,Married,7525,No,30,3,15,7,6,12
36,Yes,Travel_Rarely,Research & Development,15,1052,Male,Laboratory Technician,3,Divorced,4834,No,9,2,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,2,1053,Male,Research Scientist,1,Married,2042,Yes,6,3,3,2,1,2
34,No,Travel_Rarely,Sales,10,1055,Female,Sales Representative,3,Married,2220,Yes,1,3,1,1,0,0
28,No,Travel_Rarely,Sales,10,1056,Male,Sales Representative,2,Married,1052,No,1,3,1,0,0,0
38,No,Travel_Frequently,Research & Development,3,1060,Male,Research Scientist,3,Married,2821,No,8,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,1061,Male,Research Director,3,Married,19237,Yes,29,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,3,1062,Female,Healthcare Representative,2,Single,4107,No,8,2,4,3,0,1
40,No,Travel_Rarely,Sales,26,1066,Male,Sales Executive,1,Married,8396,No,8,2,7,7,7,5
26,No,Travel_Frequently,Research & Development,1,1068,Female,Research Scientist,3,Divorced,2007,No,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,1069,Male,Research Director,4,Divorced,19627,No,23,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,1070,Female,Sales Executive,3,Married,10686,No,13,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,1071,Female,Research Scientist,3,Married,2942,No,18,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,1073,Female,Manufacturing Director,4,Single,8858,No,15,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,1074,Male,Manager,1,Single,16756,No,31,4,9,7,6,2
43,No,Travel_Rarely,Sales,25,1076,Male,Sales Executive,4,Divorced,10798,No,18,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,1077,Female,Sales Representative,4,Single,2323,Yes,2,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,1079,Female,Laboratory Technician,1,Single,1416,No,1,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,1080,Female,Research Scientist,1,Divorced,4615,Yes,19,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,1081,Male,Research Scientist,3,Married,2461,Yes,18,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,1082,Male,Healthcare Representative,1,Single,8722,No,10,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,1083,Male,Laboratory Technician,1,Married,3955,No,6,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,1084,Male,Manufacturing Director,1,Married,9957,No,7,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,1085,Female,Research Scientist,3,Married,3376,No,10,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,1088,Female,Healthcare Representative,3,Married,8823,No,20,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,1092,Male,Healthcare Representative,4,Married,10322,No,14,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,1094,Male,Laboratory Technician,3,Married,4621,No,3,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,1096,Male,Manufacturing Director,2,Married,10976,No,23,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,1097,Female,Research Scientist,3,Single,3660,No,10,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,1098,Male,Human Resources,1,Married,10482,No,24,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,1099,Male,Healthcare Representative,4,Divorced,7119,No,9,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,1100,Male,Sales Executive,1,Single,9582,Yes,9,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,1101,Female,Research Scientist,3,Single,4508,No,14,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,1102,Male,Laboratory Technician,3,Divorced,2207,No,4,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,1103,Male,Healthcare Representative,4,Single,7756,No,7,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,1105,Female,Sales Executive,4,Divorced,6694,Yes,8,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,1106,Male,Laboratory Technician,4,Married,3691,Yes,7,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,1107,Male,Laboratory Technician,3,Divorced,2377,No,1,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,1108,Male,Research Scientist,2,Single,2313,Yes,5,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,1109,Male,Manager,1,Married,17665,No,23,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,1111,Male,Laboratory Technician,2,Divorced,2596,No,1,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,1113,Male,Sales Executive,3,Single,4728,Yes,5,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,1114,Female,Sales Executive,2,Married,4302,No,4,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,1115,Male,Research Scientist,4,Married,2979,No,6,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,1116,Male,Manager,4,Single,16885,No,27,2,5,4,2,1
45,No,Non-Travel,Sales,9,1117,Female,Sales Executive,3,Married,5593,No,15,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,1118,Male,Healthcare Representative,2,Single,10445,No,18,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,1119,Male,Sales Executive,3,Divorced,8740,Yes,9,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,1120,Female,Research Scientist,4,Divorced,2514,No,11,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,1121,Female,Manufacturing Director,2,Divorced,7655,No,10,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,1124,Male,Manager,3,Married,17465,No,23,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,1125,Male,Sales Executive,2,Single,7351,No,10,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,1126,Female,Manufacturing Director,1,Married,10820,No,18,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,1127,Male,Healthcare Representative,4,Divorced,12169,No,21,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,1128,Male,Research Director,3,Single,19626,No,21,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,1131,Female,Research Scientist,2,Single,2070,Yes,2,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,1132,Male,Laboratory Technician,2,Single,6782,No,9,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,1133,Male,Manufacturing Director,4,Single,7779,No,18,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,1135,Male,Sales Representative,4,Married,2791,No,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,1136,Male,Research Scientist,2,Married,3201,No,6,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,1137,Male,Sales Executive,4,Divorced,4968,No,5,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,1138,Male,Sales Executive,2,Married,13120,No,22,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,1140,Male,Manufacturing Director,3,Single,4033,No,5,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,1143,Female,Research Scientist,2,Divorced,3291,No,8,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,1148,Male,Laboratory Technician,4,Single,4272,No,16,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,1150,Male,Manufacturing Director,4,Married,5056,Yes,10,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,1152,Male,Human Resources,3,Married,2844,No,7,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,1154,Male,Research Scientist,3,Divorced,2703,Yes,3,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,1156,Male,Laboratory Technician,3,Single,1904,No,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,1157,Female,Sales Executive,1,Single,8224,Yes,6,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,1158,Male,Laboratory Technician,4,Married,4766,Yes,6,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,1160,Male,Laboratory Technician,3,Married,2610,No,2,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,1161,Female,Healthcare Representative,4,Divorced,5731,No,9,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,1162,Male,Research Scientist,3,Married,2539,No,4,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,1163,Female,Sales Executive,3,Married,5714,No,6,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,1164,Male,Human Resources,3,Single,4323,No,6,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,1165,Female,Sales Executive,1,Married,7336,No,11,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,1166,Female,Research Director,3,Single,13499,No,20,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,1167,Male,Sales Executive,1,Single,13758,Yes,22,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,1171,Male,Sales Executive,1,Single,5155,No,9,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,1172,Male,Laboratory Technician,3,Married,2258,No,10,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,1173,Male,Laboratory Technician,2,Single,3597,No,6,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,1175,Female,Laboratory Technician,4,Married,2515,Yes,1,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,1177,Male,Laboratory Technician,4,Married,4420,No,8,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,1179,Male,Sales Executive,3,Married,6578,No,10,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,1180,Female,Research Scientist,4,Married,4422,Yes,16,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,1182,Male,Manufacturing Director,2,Divorced,10274,No,15,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,1184,Male,Healthcare Representative,1,Single,5343,No,14,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,1185,Male,Laboratory Technician,4,Married,2376,No,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,1188,Female,Sales Executive,3,Single,5346,No,7,2,4,3,1,3
32,No,Non-Travel,Sales,2,1190,Female,Sales Representative,1,Divorced,2827,No,1,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,1191,Female,Manager,1,Divorced,19943,No,28,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,1192,Female,Laboratory Technician,4,Married,3131,No,10,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,1193,Male,Research Scientist,1,Single,2552,No,1,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,1195,Female,Research Scientist,3,Married,4477,Yes,7,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,1196,Female,Manufacturing Director,4,Married,6474,No,14,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,1198,Male,Laboratory Technician,3,Single,3033,No,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,1200,Male,Research Scientist,3,Single,2936,Yes,6,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,1201,Female,Manager,3,Divorced,18606,No,26,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,1202,Female,Research Scientist,4,Married,2168,Yes,6,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,1203,Male,Research Scientist,4,Married,2853,Yes,1,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,1204,Female,Manager,1,Married,17048,No,28,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,1206,Male,Research Scientist,3,Single,2290,No,6,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,1207,Male,Human Resources,3,Married,3600,No,5,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,1210,Male,Research Scientist,1,Divorced,2107,No,5,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,1211,Male,Sales Executive,1,Divorced,4115,No,8,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,1212,Male,Sales Executive,2,Married,4327,No,5,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,1215,Female,Manager,1,Married,17856,No,32,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,1216,Male,Laboratory Technician,1,Married,3196,No,6,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,1217,Male,Research Director,2,Married,19081,No,25,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,1218,Male,Sales Executive,1,Married,8966,Yes,15,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,1219,Female,Laboratory Technician,2,Married,2210,No,1,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,1220,Female,Sales Executive,3,Married,4539,No,10,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,1221,Male,Laboratory Technician,3,Divorced,2741,No,7,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,1224,Male,Laboratory Technician,3,Divorced,3491,No,10,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,1225,Male,Research Scientist,4,Single,4541,No,20,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,1226,Male,Sales Representative,4,Single,2678,No,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,1228,Male,Manufacturing Director,4,Divorced,7379,No,12,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,1231,Male,Human Resources,1,Married,6272,No,10,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,1233,Male,Sales Executive,4,Divorced,5220,Yes,12,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,1234,Female,Laboratory Technician,2,Married,2743,No,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,1235,Female,Research Scientist,3,Single,4998,Yes,10,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,1237,Female,Manufacturing Director,1,Divorced,10252,Yes,17,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,1238,Male,Research Scientist,4,Married,2781,No,15,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,1239,Female,Sales Executive,2,Divorced,6852,No,7,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,1240,Male,Sales Executive,4,Single,4950,No,5,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,1241,Male,Research Scientist,2,Married,3579,Yes,12,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,1242,Female,Research Director,1,Married,13191,Yes,20,3,1,0,0,0
35,No,Non-Travel,Sales,8,1243,Female,Sales Executive,4,Married,10377,Yes,16,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,1244,Male,Research Scientist,1,Married,2235,Yes,9,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,1245,Female,Manufacturing Director,3,Divorced,10502,No,33,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,1246,Female,Research Scientist,4,Married,2011,No,10,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,1248,Female,Research Scientist,2,Single,1859,Yes,1,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,1249,Female,Research Scientist,4,Divorced,3760,No,3,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,1250,Male,Research Director,4,Married,17779,No,36,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,1251,Male,Healthcare Representative,1,Married,6833,Yes,6,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,1252,Female,Healthcare Representative,1,Single,6812,No,10,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,1254,Female,Sales Executive,4,Single,5171,No,13,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,1255,Male,Research Director,4,Married,19740,No,25,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,1256,Male,Manager,3,Married,18711,No,23,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,1257,Male,Research Scientist,2,Married,3692,No,12,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,1258,Male,Laboratory Technician,2,Single,2559,No,7,2,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,1259,Male,Research Scientist,3,Divorced,2517,No,5,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,1260,Male,Healthcare Representative,4,Divorced,6623,Yes,6,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,1263,Male,Research Director,4,Single,18265,No,25,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,1264,Female,Research Director,4,Divorced,16124,No,9,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,1265,Female,Research Scientist,3,Married,2585,No,2,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,1267,Male,Manager,2,Married,18213,No,26,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,1268,Male,Sales Executive,3,Divorced,8380,Yes,10,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,1269,Female,Research Scientist,4,Single,2994,Yes,1,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,1270,Male,Research Scientist,3,Married,1223,No,1,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,1273,Male,Sales Representative,4,Single,1118,Yes,1,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,1275,Male,Research Scientist,4,Single,2875,Yes,8,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,1277,Female,Manager,2,Single,18824,Yes,26,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,1278,Male,Healthcare Representative,2,Divorced,13577,Yes,34,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,1279,Female,Laboratory Technician,3,Single,2625,No,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,1280,Female,Manager,2,Married,18789,No,26,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,1281,Female,Sales Executive,1,Single,4538,Yes,4,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,1282,Male,Manager,2,Divorced,19847,Yes,31,2,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,1283,Male,Manufacturing Director,4,Single,10512,No,25,2,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,1285,Female,Laboratory Technician,2,Divorced,4444,No,15,4,11,8,5,10
28,No,Travel_Frequently,Research & Development,1,1286,Male,Laboratory Technician,3,Single,2154,Yes,5,2,4,2,0,2
44,No,Travel_Rarely,Research & Development,4,1288,Male,Manager,1,Divorced,19190,No,26,2,25,9,14,13
34,No,Travel_Frequently,Human Resources,11,1289,Male,Human Resources,2,Married,4490,No,14,4,10,9,1,8
35,No,Travel_Rarely,Research & Development,6,1291,Male,Research Scientist,3,Married,3506,Yes,4,3,3,2,2,2
42,No,Travel_Rarely,Research & Development,7,1292,Female,Research Scientist,2,Married,2372,Yes,18,3,1,0,0,0
43,No,Travel_Rarely,Sales,4,1293,Female,Sales Executive,4,Single,10231,No,23,4,21,7,15,17
36,No,Travel_Rarely,Research & Development,2,1294,Female,Manufacturing Director,2,Single,5410,Yes,18,3,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,1295,Female,Healthcare Representative,4,Married,7978,No,10,3,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,1296,Male,Laboratory Technician,4,Married,3867,Yes,2,3,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,1297,Female,Laboratory Technician,3,Single,2838,No,8,2,7,0,7,7
30,No,Non-Travel,Research & Development,9,1298,Female,Manufacturing Director,3,Single,4695,Yes,10,3,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,1299,Female,Laboratory Technician,3,Divorced,3339,Yes,10,3,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,1301,Male,Research Scientist,1,Single,2080,No,5,2,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,1303,Female,Research Scientist,2,Single,2096,No,2,2,2,2,2,1
32,No,Travel_Rarely,Sales,8,1304,Male,Sales Executive,4,Married,6209,No,10,4,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,1306,Female,Manager,2,Single,18061,No,22,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,1307,Female,Manager,2,Divorced,17123,Yes,21,3,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,1308,Male,Research Scientist,3,Divorced,2372,No,2,3,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,1309,Male,Laboratory Technician,3,Married,4883,No,10,3,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,1310,Male,Research Scientist,1,Single,3904,No,6,3,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,1311,Female,Laboratory Technician,4,Married,4627,No,10,3,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,1312,Female,Healthcare Representative,3,Married,7094,No,10,3,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,1314,Female,Human Resources,1,Single,3423,No,10,4,7,6,5,7
28,No,Non-Travel,Research & Development,1,1315,Female,Laboratory Technician,4,Married,6674,No,10,3,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,1317,Female,Research Director,1,Married,16880,Yes,25,3,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,1318,Male,Sales Executive,2,Single,9094,Yes,9,3,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,1319,Male,Sales Executive,2,Single,8446,Yes,10,2,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,1321,Female,Manager,1,Married,11916,Yes,9,3,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,1322,Male,Manufacturing Director,3,Single,4534,No,9,3,8,7,1,7
31,No,Non-Travel,Sales,2,1324,Female,Sales Executive,3,Divorced,9852,Yes,10,2,10,8,9,6
41,No,Non-Travel,Sales,10,1329,Male,Sales Executive,2,Single,6151,No,19,3,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,1331,Female,Sales Representative,2,Single,2302,Yes,3,4,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,1333,Male,Laboratory Technician,1,Married,2362,No,10,4,3,2,1,2
42,No,Non-Travel,Research & Development,2,1334,Male,Manager,3,Married,17861,Yes,21,2,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,1336,Female,Manager,3,Married,19187,No,23,3,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,1338,Male,Manager,2,Single,19717,No,36,3,7,3,7,7
40,No,Non-Travel,Research & Development,16,1340,Male,Research Scientist,3,Divorced,3544,No,6,3,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,1344,Male,Healthcare Representative,4,Divorced,8500,No,10,2,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,1346,Male,Research Scientist,4,Single,4661,No,9,3,9,8,8,8
41,No,Travel_Frequently,Sales,1,1349,Female,Sales Executive,1,Divorced,4103,No,10,3,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,1350,Male,Research Scientist,3,Single,4249,Yes,9,3,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,1352,Male,Manager,2,Divorced,14026,Yes,33,3,33,9,0,10
38,No,Travel_Rarely,Sales,2,1355,Female,Sales Executive,1,Divorced,6893,No,11,3,7,7,1,7
34,No,Travel_Rarely,Sales,15,1356,Female,Sales Executive,1,Single,6125,No,10,4,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,1358,Male,Laboratory Technician,4,Married,3669,No,7,2,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,1360,Female,Manufacturing Director,1,Married,10008,Yes,31,2,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,1361,Male,Laboratory Technician,2,Married,2387,No,7,3,4,2,0,3
36,No,Travel_Frequently,Sales,7,1362,Female,Sales Executive,1,Married,4639,No,17,2,15,7,6,13
48,No,Travel_Rarely,Research & Development,4,1363,Male,Manufacturing Director,4,Single,7898,No,11,3,10,9,0,8
27,No,Travel_Rarely,Sales,11,1364,Female,Sales Representative,4,Married,2534,No,5,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,1367,Female,Manufacturing Director,2,Single,13142,No,29,2,5,2,0,3
18,No,Non-Travel,Research & Development,1,1368,Female,Laboratory Technician,4,Single,1611,No,0,4,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,1369,Female,Laboratory Technician,4,Married,5363,No,10,3,9,7,0,0
27,No,Travel_Frequently,Sales,2,1371,Male,Sales Executive,4,Single,5071,No,8,3,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,1372,Male,Sales Executive,3,Single,13695,Yes,24,2,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,1373,Male,Manufacturing Director,2,Married,13402,Yes,33,3,19,16,15,9
34,No,Non-Travel,Research & Development,26,1374,Female,Research Scientist,3,Divorced,2029,No,5,3,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,1375,Female,Healthcare Representative,3,Divorced,6377,No,15,3,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,1377,Male,Laboratory Technician,3,Married,5429,No,10,3,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,1379,Female,Sales Representative,4,Single,2785,No,3,4,1,0,0,0
